Text,Start Time,Duration
aware car and let's just put 10,8983.2,5.52
characters here not more and then,8985.899,5.161
finally with each job there are some,8988.72,4.44
responsibilities,8991.06,4.14
so I'm going to put in responsibilities,8993.16,5.279
here and let's also make that where care,8995.2,5.94
and this can be a large thing so I'm,8998.439,4.561
just going to give it the length 2000 so,9001.14,3.299
that you can put a whole bunch of,9003.0,3.24
information in here,9004.439,3.781
and then there are going to be some,9006.24,4.26
requirements some qualifications so I'm,9008.22,3.66
going to have another column called,9010.5,3.54
requirements let's also call that VAR,9011.88,4.34
care,9014.04,2.18
and that is the requirements column so,9017.28,6.6
far our table is looking good we have an,9021.06,5.04
ID title location salary currency,9023.88,4.74
responsibilities and requirements and,9026.1,4.799
one last thing I'm going to add here is,9028.62,4.02
the primary key,9030.899,4.08
and I'm going to make the ID the primary,9032.64,5.4
key which means that we are telling SQL,9034.979,5.221
that the ID should always be unique,9038.04,4.74
every row should have a unique ID and,9040.2,5.699
you can get data out of the table by,9042.78,5.159
providing a specific ID so I can say,9045.899,4.141
give me the information for the job with,9047.939,5.281
the id5 and that is what a primary key,9050.04,5.7
does all right so now we are ready to,9053.22,4.98
create the table so let's just click the,9055.74,4.32
lightning button here or we could also,9058.2,3.36
just press command enter or control,9060.06,3.419
enter and that should have created the,9061.56,4.379
table now so now if I go in into a new,9063.479,4.92
tab I've created a new tab here using,9065.939,5.281
command t or Ctrl t on Windows and now,9068.399,6.0
if I say short tables,9071.22,4.98
you can see that we have a table called,9074.399,3.0
jobs,9076.2,3.6
great and now if you want to look at,9077.399,4.201
information inside jobs we can say,9079.8,3.0
select,9081.6,5.04
star from jobs again this is basic SQL,9082.8,6.72
this is basic SQL that you will learn if,9086.64,5.219
you take any tutorial but if you do not,9089.52,4.08
want to type all these queries then you,9091.859,3.901
can also use the schemas tab here in the,9093.6,4.2
left sidebar and just refresh it once,9095.76,4.32
you can see under jobin careers you have,9097.8,4.44
tables and under tables you have jobs,9100.08,5.34
and you can just click this button here,9102.24,5.1
which is going to display the,9105.42,4.26
information inside the jobs table and it,9107.34,3.78
does the exact same thing by simply,9109.68,3.08
running select star from,9111.12,4.08
jovencareers.jobs all right so right now,9112.76,6.04
there is no data within the table now we,9115.2,5.699
can insert data into the table we can do,9118.8,4.32
this using an insert statement so we can,9120.899,4.92
do insert into,9123.12,4.38
jobs,9125.819,3.841
and while inserting we first have to,9127.5,4.319
provide a list of columns so if I go,9129.66,3.72
back here you can see that we have all,9131.819,3.181
these columns but out of all these,9133.38,3.12
columns only three columns are,9135.0,5.28
compulsory title and location,9136.5,7.38
and ID but the ID is going to be Auto,9140.28,5.64
generated using this Auto increment,9143.88,3.42
function so there's going to be a,9145.92,3.059
counter inside the table and it's going,9147.3,4.26
to Auto generate the ID for us so we,9148.979,4.261
only really need to provide the title,9151.56,3.24
and location those are the only two,9153.24,3.78
required fields to create a job so I'm,9154.8,3.66
going to say that we're going to provide,9157.02,4.2
the title and location and the values we,9158.46,4.74
want to put for title and location are,9161.22,4.8
data analyst,9163.2,4.5
and,9166.02,3.299
Bengaluru,9167.7,3.6
India,9169.319,3.721
so now we have written some code to,9171.3,4.139
insert some data into the database and,9173.04,5.0
let's run that,9175.439,2.601
and now you can see that here the insert,9181.92,4.5
statement executed successfully and it,9184.56,4.379
says one row was affected so if we now,9186.42,4.519
try select star from,9188.939,4.621
jovencareers.jobs then it is going to,9190.939,4.841
show us this information data analyst,9193.56,3.66
Bengaluru,9195.78,3.24
now this is one way to insert,9197.22,5.7
information into a SQL database from the,9199.02,6.6
MySQL workbench by executing a query but,9202.92,5.1
MySQL workbench also provides a nice,9205.62,4.62
user interface so we can type for,9208.02,4.02
example data scientist,9210.24,4.86
and I can type here New Delhi,9212.04,5.34
India,9215.1,4.74
and maybe I can put in some salary,9217.38,4.92
information as well so let me put in,9219.84,6.599
15 lakhs so zero zero zero zero zero and,9222.3,6.599
let me put in the currency rupees,9226.439,4.92
and after entering this information you,9228.899,4.141
can see an apply button here at the,9231.359,3.781
bottom of the table you can click apply,9233.04,4.38
and that is going to generate an insert,9235.14,3.96
statement for us so it's the exact same,9237.42,4.08
insert statement let me just zoom in,9239.1,4.759
here a little bit for you insert into,9241.5,4.38
jovencareers.jobs title location salary,9243.859,4.801
currency data scientist New Delhi India,9245.88,6.12
and so on and click apply and now that's,9248.66,5.8
going to execute this SQL query for you,9252.0,5.22
so MySQL workbench allows you to access,9254.46,5.46
and manipulate the database without,9257.22,5.099
having to write SQL queries as well and,9259.92,4.14
we can also update existing records so,9262.319,3.841
for example I could just do,9264.06,4.56
10 lakhs here,9266.16,4.8
and I could just put in rupees here as,9268.62,4.26
well,9270.96,4.56
and let's click apply and that's going,9272.88,5.7
to apply that for us okay,9275.52,5.04
great so one last thing I'm going to do,9278.58,3.779
is I'm going to grab a bunch of,9280.56,3.24
possibilities and requirements,9282.359,3.241
information for these jobs and put that,9283.8,4.44
in here as well so I have a link here to,9285.6,4.68
some sample jobs data,9288.24,4.079
so I'm just going to grab these sample,9290.28,4.199
responsibilities let me double click,9292.319,5.341
inside it copy it and come here double,9294.479,5.701
click inside and paste it,9297.66,4.56
and some sample requirements for the,9300.18,3.719
data analyst role let me double click,9302.22,5.58
copy here and paste it,9303.899,5.641
and similarly we have some sample,9307.8,3.9
require responsibilities for the data,9309.54,4.02
analyst for the data scientist role so I,9311.7,3.779
double click here and paste it,9313.56,3.54
and finally we have some sample,9315.479,3.481
requirements for the data scientists,9317.1,3.6
role so I'm going to bring that in here,9318.96,3.479
and I'm going to paste that in as well,9320.7,4.08
and I'm going to click apply,9322.439,4.201
and that's going to put all this,9324.78,4.44
information into the planet scale,9326.64,5.339
database okay so remember we are still,9329.22,4.62
connected to a database on the cloud so,9331.979,3.481
all this information is getting written,9333.84,4.019
into the database in the cloud,9335.46,6.479
great so now we have done the next step,9337.859,6.601
which is to create a jobs table and add,9341.939,5.221
data using the MySQL workbench,9344.46,5.7
so it's just step by step simple process,9347.16,5.52
of first creating a table using the,9350.16,4.44
create table statement and if you don't,9352.68,3.299
remember this you can always just look,9354.6,4.2
this up so create table SQL just search,9355.979,4.981
that online and maybe check out,9358.8,5.099
tutorials point and they have the syntax,9360.96,6.18
and then they have an example so this is,9363.899,4.5
not something that you have to remember,9367.14,3.12
or by heart the idea is you should be,9368.399,3.54
able to figure out how to create a table,9370.26,4.62
in a mySQL database okay so we created,9371.939,5.101
the table and then using the MySQL,9374.88,4.38
workbench we inserted some data into the,9377.04,5.34
table as well okay so now we can connect,9379.26,5.76
to this database from replit using SQL,9382.38,5.18
Alchemy,9385.02,2.54
so let's go back into replit here let me,9388.5,5.06
open up the rebel once again,9391.14,6.08
Courier's website V2,9393.56,3.66
so let's go back into replit and now,9397.26,5.04
inside replit I am going to create a new,9399.66,5.699
file here called database dot pi,9402.3,3.9
okay,9405.359,4.141
now in the database dot pi,9406.2,5.82
file I'm going to write some code to,9409.5,5.22
connect to the database and extract some,9412.02,4.919
data from the database and we are going,9414.72,4.62
to do this using the SQL Alchemy Library,9416.939,6.121
SQL Alchemy okay SQL Alchemy so you can,9419.34,5.72
also search this online SQL,9423.06,3.78
Alchemy,9425.06,4.72
it is a library you can see here that it,9426.84,6.0
is the database toolkit for Python and,9429.78,4.8
let's just search SQL Alchemy tutorial,9432.84,3.24
Maybe,9434.58,5.6
and here there seems to be,9436.08,4.1
let's see,9440.22,5.0
there is a tutorial,9441.96,3.26
yeah so there is a tutorial on tutorials,9448.14,4.44
point you can follow that and there is,9450.96,3.96
also an official tutorial so here you,9452.58,3.38
can see,9454.92,4.38
docs.sqlalchemy.org tutorial so you can,9455.96,5.019
check this out as well,9459.3,3.84
now to get started we need to First,9460.979,4.861
install SQL Alchemy and to install SQL,9463.14,4.44
Alchemy all we need to do as you might,9465.84,4.2
have guessed it already is come into the,9467.58,3.6
shell,9470.04,4.02
and inside the shell type pip install,9471.18,4.44
SQL,9474.06,4.4
Alchemy,9475.62,2.84
and that installs SQL Alchemy for us now,9478.5,5.399
once SQL Alchemy is installed we can,9481.439,5.101
import SQL Alchemy and we can check its,9483.899,4.561
version so I can come back here and I've,9486.54,3.54
imported SQL Alchemy and let me just,9488.46,4.5
print SQL Alchemy,9490.08,4.859
dot version,9492.96,4.08
I believe it's underscore underscore,9494.939,4.5
version underscore underscore and this,9497.04,3.96
can make this can help us ensure that,9499.439,3.241
SQL Alchemy is installed and we have the,9501.0,3.42
right version so let's come back here,9502.68,3.6
into the shell for a moment I'm going to,9504.42,3.36
close the browser,9506.28,4.199
and let's just reset the view here,9507.78,5.34
and let's type python,9510.479,5.941
database dot Pi so we are asking python,9513.12,5.58
to execute the code inside the file,9516.42,5.34
database dot pi and let's run that and,9518.7,4.64
now you can see here that it prints,9521.76,4.62
1.4.23 so looks like we have a valid,9523.34,5.68
version of SQL Alchemy installed,9526.38,6.3
next the next step is to establish the,9529.02,5.22
connectivity so I'm going to click the,9532.68,3.06
next section here and look at the code,9534.24,2.76
here,9535.74,3.78
so next it looks like we need to import,9537.0,6.78
from SQL Alchemy create engine and let's,9539.52,6.419
do that so from SQL Alchemy import,9543.78,3.96
create engine I am no longer going to,9545.939,3.301
print the version so I'm going to skip,9547.74,4.56
this as well and then we need to create,9549.24,5.4
an engine which is going to connect with,9552.3,5.04
the database okay the way we do this is,9554.64,5.16
we say engine equals create engine and,9557.34,4.8
here we provide information about how to,9559.8,4.8
connect to the database so all the,9562.14,3.78
information for connecting to the,9564.6,3.0
database remember all of this,9565.92,3.72
information all of this information has,9567.6,4.799
to be provided in a special format now,9569.64,5.58
the example given on this page talks,9572.399,5.941
about how to connect to sqlite which is,9575.22,6.48
a different type of database from MySQL,9578.34,5.94
which is what we are using so if we just,9581.7,5.58
search SQL Alchemy,9584.28,6.72
connect to mySQL,9587.28,7.199
and check the resources so again on the,9591.0,5.7
SQL Alchemy doc documentation website,9594.479,4.141
there is information about how to,9596.7,4.5
connect to mySQL as well,9598.62,5.279
and we can see here that the way to do,9601.2,5.779
it is using this using Create engine,9603.899,7.021
MySQL plus pi MySQL colon colon username,9606.979,7.301
colon password at Host slash database,9610.92,5.58
name okay so let's just copy that and,9614.28,4.32
let's put this in here so let's go here,9616.5,4.859
and let's do engine equals create engine,9618.6,6.66
MySQL plus pi MySQL what is the username,9621.359,5.701
well the username is something that we,9625.26,4.74
can get from here this is the username,9627.06,5.759
then we have a password so let's get the,9630.0,4.14
password Here,9632.819,3.841
and depending on which database provider,9634.14,4.02
you're using this information is going,9636.66,3.659
to be different so don't let all this,9638.16,4.319
scare you it's all simply just,9640.319,4.141
configuration to make sure that we can,9642.479,4.261
connect our code to the database that's,9644.46,5.22
all okay that was a password then we,9646.74,4.92
have the host so the third thing is the,9649.68,4.38
host so I'm going to grab the host here,9651.66,4.68
and I'm going to put the host,9654.06,4.32
information here and finally the,9656.34,3.72
database name we want to connect to and,9658.38,4.74
the database name is Joven couriers and,9660.06,5.64
let's check that let us now run this,9663.12,5.64
again so my python database dot Pi just,9665.7,6.779
to see the engine was created properly,9668.76,6.12
okay so now we get an error no module,9672.479,4.801
named Pi MySQL so looks like we need to,9674.88,5.16
install another Library so SQL Alchemy,9677.28,4.98
internally depending on which type of,9680.04,4.74
database you want to connect to requires,9682.26,5.82
some Library which can serve as a,9684.78,6.0
connector so I'm also going to install,9688.08,6.48
pip install ma Pi MySQL so because SQL,9690.78,5.46
Alchemy can connect to many different,9694.56,3.839
types of databases so it doesn't ship,9696.24,3.96
with all the built-in connectors you,9698.399,3.481
need to install a connector depending on,9700.2,3.119
which kind of database you are,9701.88,2.519
connecting to,9703.319,4.261
so I'm going to run pip install Pi MySQL,9704.399,6.241
and let us try to run python database.5,9707.58,5.779
once again,9710.64,2.719
it looks like this is running,9714.24,4.14
so great now looks like we are able to,9715.92,4.08
create an engine so we have given it,9718.38,3.66
some information and we have created an,9720.0,2.939
engine,9722.04,2.76
The Next Step would be to get some,9722.939,4.861
information out of the engine so this is,9724.8,6.179
how you can get some information out of,9727.8,5.639
the database by making a connection to,9730.979,4.441
the database using the engine so here's,9733.439,4.141
what you should do first it says we need,9735.42,4.92
to import text so from SQL Alchemy,9737.58,5.279
import text all right we've done that,9740.34,6.42
and then with engine.connect as con so,9742.859,5.101
this is just a way to set up a,9746.76,2.76
connection we are saying connect to the,9747.96,4.08
engine and give the connection a name,9749.52,4.68
con so then we can use that connection,9752.04,5.76
to execute commands onto that database,9754.2,5.76
and then anything we write inside the,9757.8,4.5
width can use this connection and once,9759.96,3.54
we come out of the width the connection,9762.3,3.24
will be automatically closed so that is,9763.5,3.72
the purpose of width you will see within,9765.54,3.24
a lot of places when we are connecting,9767.22,3.36
to databases or when we are working with,9768.78,4.44
files so what we do is we either open a,9770.58,4.2
file or connect to a database and then,9773.22,3.84
give that connection a name then we do,9774.78,4.32
some work with it and once we get out of,9777.06,3.78
the width the connection is closed,9779.1,4.92
automatically so let's grab this with,9780.84,5.16
engine.connect as con,9784.02,5.58
and then we can say result equals con,9786.0,6.42
dot execute and here we can give any SQL,9789.6,5.16
query okay in this case they've printed,9792.42,4.439
select hello world so they're not really,9794.76,4.26
querying the database but let me change,9796.859,5.221
this to select star from jobs we know,9799.02,4.98
that we our database has a table called,9802.08,4.56
jobs so let me just select start from,9804.0,5.64
jobs and then let us print what we get,9806.64,5.339
back so what we get back any database,9809.64,4.08
query that you make on SQL is going to,9811.979,3.361
give you a list of rows a table,9813.72,3.54
essentially of some sort right a list of,9815.34,4.46
rows of results so let's just print,9817.26,4.98
result.all which gives us all the rows,9819.8,4.96
of the result at once and let's try to,9822.24,6.0
run that now python database dot pi,9824.76,6.599
okay looks like there was an error and,9828.24,5.34
this is what is going to happen all the,9831.359,4.381
time whenever you are working on any,9833.58,4.5
project in Python 80 percent of the time,9835.74,3.96
the code you write is not going to work,9838.08,3.0
the first time there's going to be an,9839.7,3.42
error but that should not scare you you,9841.08,3.72
just have to read the error carefully,9843.12,4.26
and see what it says so let's see what,9844.8,5.7
it says now the way to understand python,9847.38,4.86
errors is to scroll all the way to the,9850.5,4.02
bottom and read what is given at the,9852.24,5.34
bottom so if we see carefully here it,9854.52,4.98
says there is an operational error so,9857.58,3.54
there was some error operationally,9859.5,4.14
internally inside SQL Alchemy and it,9861.12,5.52
says code unavailable server does not,9863.64,5.28
allow insecure connections the client,9866.64,6.48
must use SSL okay so there are some,9868.92,6.66
secure ways to connect to a database and,9873.12,3.96
there are some insecure ways so you may,9875.58,5.399
have heard of HTTP and https so all this,9877.08,5.52
is saying is that we need a slightly,9880.979,4.021
more secure way to connect to a database,9882.6,3.54
okay,9885.0,3.6
now we can explore how to do this first,9886.14,5.1
of all here we can go back into this,9888.6,6.06
connection MySQL and Maria DB and go,9891.24,6.92
down here and check how to connect,9894.66,3.5
securely so let's go back here and let's,9898.56,3.78
see maybe there is some information,9901.319,3.361
about how to connect using how to,9902.34,4.559
connect securely I'm going to search SSL,9904.68,3.96
and looks like there is some information,9906.899,3.241
here about,9908.64,3.42
SSL,9910.14,5.16
so here we are using pi MySQL that's the,9912.06,5.22
library we just installed and looks like,9915.3,4.679
for SSL connections it accepts the same,9917.28,5.699
arguments that mysqldb accepts as,9919.979,4.861
described in SSL connections so let's,9922.979,4.021
click that and this is something that,9924.84,3.84
you will often have to do when you are,9927.0,2.939
working with the library you will have,9928.68,3.299
to go into its documentation just try to,9929.939,3.601
understand what they're saying and try,9931.979,4.081
to figure out how to make things work,9933.54,4.98
okay so looks like if we want to connect,9936.06,4.74
securely we will have to pass something,9938.52,4.799
called connect arcs we will have to pass,9940.8,5.46
this into the create engine function and,9943.319,4.561
where inside connect tasks we will have,9946.26,3.24
to pass a dictionary with some,9947.88,4.439
information about SSL okay even I don't,9949.5,5.1
understand exactly what this is for or,9952.319,4.381
what this does but all I'm doing is,9954.6,4.32
interpreting the error here the error,9956.7,5.22
that I saw on replit searching for it in,9958.92,5.28
the documentation that inside I want to,9961.92,5.399
connect securely using SSL so there was,9964.2,5.279
some mention of SSL TLS here so I just,9967.319,3.721
searched that and I found some,9969.479,3.42
information here so so now I'm going to,9971.04,3.3
come back here and I'm going to make,9972.899,3.481
that change in my create engine function,9974.34,5.04
so now we have this,9976.38,4.2
so the first thing I'm going to do is,9979.38,3.059
maybe extract out this database string,9980.58,6.239
so let me just call it connection or DB,9982.439,6.661
connection,9986.819,4.981
string equals,9989.1,5.879
and let's put that into,9991.8,5.22
this,9994.979,5.101
so DB connection string so that's our,9997.02,6.54
first part but apart from this,10000.08,5.88
we also now need to pass this,10003.56,4.2
information which is connect args so,10005.96,4.08
let's build it step by step so connect,10007.76,5.82
args okay let's come back here let us,10010.04,5.939
put in Connect talks and connect args,10013.58,4.8
requires a dictionary so in this,10015.979,3.84
dictionary we are going to have a key,10018.38,6.08
called SSL so let's pass in SSL,10019.819,4.641
and now,10026.3,3.599
inside it there are these values that,10027.8,4.5
have to be provided I believe this is,10029.899,4.681
going to change depending on which,10032.3,4.08
database provider you're using so just,10034.58,3.6
like this has to change based on the,10036.38,3.479
database provider this also has to,10038.18,4.2
change based on the database provider so,10039.859,4.681
how about we go back into our database,10042.38,5.16
provider and here there is some,10044.54,4.319
information about how to connect with,10047.54,4.02
python so let's check that and looks,10048.859,3.661
like they've given some information,10051.56,3.12
about what to install they've given some,10052.52,4.2
information about like how to configure,10054.68,3.719
it so they are using something other,10056.72,3.719
than SQL Alchemy and here looks like,10058.399,3.54
they have given some information about,10060.439,4.741
the SSL certificate right so if you look,10061.939,6.54
here we have SSL and then inside SSL we,10065.18,5.4
have this sslca so let me just put that,10068.479,3.96
in here sslca,10070.58,5.76
and let's just paste it here sslca now,10072.439,5.761
instead of this value all I'm going to,10076.34,4.32
do is I'm going to get this value from,10078.2,4.86
planet scale okay so there seems to be,10080.66,5.04
some certificate that is required and,10083.06,4.32
the way you configure that certificate,10085.7,3.779
is by passing this value,10087.38,6.32
slash Etc SSL slash certificate.pe okay,10089.479,7.92
and I have just saved that and let's,10093.7,5.739
hope this works in a lot of cases you're,10097.399,5.781
just hoping and trying but let's see,10099.439,3.741
okay look like it worked so there were a,10104.78,6.24
few complications we ran into a few,10108.5,5.819
errors but ultimately we were able to,10111.02,5.52
figure out a connection string to,10114.319,4.921
connect to the planet scale database and,10116.54,4.14
then we were able to figure out how to,10119.24,3.54
connect securely and this is not,10120.68,3.06
something that you'll figure out,10122.78,2.52
immediately sometimes you may have to,10123.74,3.96
spend 20 30 minutes or sometimes you may,10125.3,5.599
have to just look online Planet scale,10127.7,5.76
SQL Alchemy,10130.899,5.46
how to connect,10133.46,2.899
and here it says that connect to any,10137.66,4.319
MySQL client to Planet scale using,10139.64,4.799
connection strings so there is some,10141.979,4.201
information available online generally,10144.439,3.42
speaking so you can see here that there,10146.18,2.82
is some information about connection,10147.859,3.601
strings and things like that or you can,10149.0,4.8
also go on stack overflow.com so you can,10151.46,7.32
always go on stack overflow.com and you,10153.8,6.84
can just post a question here and,10158.78,3.06
somebody will try and answer the,10160.64,3.54
question for you or you can ask us if,10161.84,3.72
you are part of the job in community,10164.18,4.98
right so developers I have to look up,10165.56,5.94
documentation developer developers have,10169.16,5.159
to try and figure things out by trial,10171.5,4.5
and error and try to look at the docs,10174.319,3.301
try to look at references try to look at,10176.0,3.66
blogs and figure it out and often they,10177.62,3.72
just have to ask each other to figure it,10179.66,3.96
out but this is what you had to do to,10181.34,4.44
connect to a planet scale database now,10183.62,4.5
connecting to a Google cloud or an AWS,10185.78,4.26
database may be slightly different but,10188.12,4.02
the important thing is we are able to,10190.04,4.5
get this data out so that's great now,10192.14,4.98
I'm curious what is the type of this,10194.54,4.26
object that is getting printed when we,10197.12,4.02
call result.all what is the type of the,10198.8,5.519
data that we get so first let me print,10201.14,5.7
type of result,10204.319,3.841
and then,10206.84,5.479
let's call this result all equals result,10208.16,7.86
dot all and let me print the,10212.319,8.861
type of result all and then let's also,10216.02,8.299
print result all itself,10221.18,3.139
and let's include some information here,10224.479,5.161
about what we are printing always a good,10227.12,3.779
idea otherwise you might get confused,10229.64,5.06
about what you are printing exactly,10230.899,3.801
so here we are checking the type of,10237.859,4.521
result.all,10239.479,2.901
and then finally here we are checking,10242.66,4.22
the,10245.06,4.32
result.all itself,10246.88,4.979
okay,10249.38,2.479
so this is what we are going to print,10252.5,4.2
just to get a better understanding of,10254.78,5.659
what this result is,10256.7,3.739
okay let's run python database.pi once,10265.1,3.36
again,10267.56,3.96
and looks like the result is of the type,10268.46,6.12
SQL Alchemy dot cursor but as soon as we,10271.52,5.94
call result.all we get back a list so,10274.58,5.04
you can see that the type of result.all,10277.46,4.92
is the class list so the result.all is,10279.62,4.8
actually a simple plain python list as,10282.38,3.96
soon as you do result at all it becomes,10284.42,5.22
a python list and then you have the,10286.34,4.86
result.all this is all the information,10289.64,3.66
that we obtained but let's check the,10291.2,4.739
type of the first element of result all,10293.3,5.46
so result or result all is a list so now,10295.939,5.641
we can say result all zero so just to,10298.76,4.8
look at the first element remember in,10301.58,4.739
Python elements are numbered from 0 in a,10303.56,4.44
list,10306.319,4.5
so result all 0 is simply this object,10308.0,4.859
and let's try to print the type of this,10310.819,4.201
result all zero so we are getting the,10312.859,4.08
first element out of the list that we,10315.02,4.02
obtained using result dot all which,10316.939,4.441
result was a cursor result.all is a list,10319.04,4.739
of results and let's now get the first,10321.38,4.439
element so let's just call it first,10323.779,4.341
result,10325.819,2.301
equals,10329.0,4.02
result all zero,10330.8,4.26
and let's just print the type of first,10333.02,4.339
result,10335.06,2.299
okay and this is simply the,10339.92,7.58
type of,10344.66,2.84
first result,10347.66,2.779
okay so result was of the type cursor,10357.56,5.339
then or cursor result then result.all,10359.779,6.381
was of the type list and finally result,10362.899,6.661
first result is of the type Legacy row,10366.16,5.26
okay,10369.56,4.02
now,10371.42,4.2
I don't know how to work with Legacy row,10373.58,3.42
I don't know how to work with all these,10375.62,3.18
special classes I know how to work with,10377.0,3.6
lists and dictionaries,10378.8,5.04
so I might want to convert this row into,10380.6,4.799
a dictionary because ultimately what,10383.84,3.78
each row of a database contains is a,10385.399,3.781
bunch of columns and a bunch of values,10387.62,5.34
for each column so let me search how to,10389.18,6.48
convert SQL,10392.96,4.319
Alchemy,10395.66,3.779
row into dictionary,10397.279,5.16
into python dict,10399.439,5.221
okay,10402.439,4.92
so there's an exact question how to,10404.66,5.04
convert SQL Alchemy row object to a,10407.359,4.801
python dictionary and that is how a lot,10409.7,3.9
of programming works you just search the,10412.16,3.239
right question and you get the answer,10413.6,5.879
and looks like what the way you do it is,10415.399,6.841
you just do underscore underscore dict,10419.479,5.581
underscore underscore,10422.24,5.28
so let's go back here and let's say,10425.06,4.56
first result,10427.52,6.78
dict equals result all which is a list 0,10429.62,6.779
which gives us a legacy result dot,10434.3,3.84
underscore underscore dick underscore,10436.399,3.781
underscore okay there's no way I could,10438.14,3.6
have guessed this I just had to look it,10440.18,3.32
up right so that's an important part of,10441.74,4.92
development and now let's check the type,10443.5,4.779
of first,10446.66,4.98
result date and make sure that it is a,10448.279,4.5
dictionary,10451.64,3.299
so I'm just also going to type this out,10452.779,4.401
here,10454.939,2.241
type of first result,10457.819,4.881
date,10460.22,2.48
and while we write it let's also print,10467.0,4.88
first result date,10468.859,3.021
okay so let's run this once again,10473.72,4.46
all right well,10483.74,7.28
could not locate column in row,10486.319,4.701
okay maybe this did not work maybe we,10492.979,4.201
can try another approach let me try this,10495.26,4.74
let me just call dict on this let me,10497.18,4.98
just call dict and see if maybe that,10500.0,4.58
works,10502.16,2.42
okay that actually worked so all we had,10514.279,5.101
to do is we had to call the dict,10517.58,3.84
function so I just took a guess here and,10519.38,3.42
sometimes you have to try a couple of,10521.42,4.559
approaches and what that did is it took,10522.8,5.099
one row of result and converted that,10525.979,3.42
into a python dictionary you can see,10527.899,3.361
here this is a python dictionary it,10529.399,4.681
contains the ID title Etc so now here's,10531.26,5.76
what I can do I get the result and I can,10534.08,4.859
say,10537.02,6.0
result dicts equals the empty list and I,10538.939,8.641
can say for Row in result dot all so,10543.02,6.54
result.all is going to be a list and for,10547.58,3.96
row and result at all each we are going,10549.56,4.2
to get one row each and then I'm just,10551.54,6.72
going to say result dicks dot append,10553.76,7.62
dict row okay and let's get rid of all,10558.26,5.219
that,10561.38,5.7
and finally let's just print result,10563.479,6.201
predict,10567.08,2.6
okay and or result text and let's run,10569.899,6.481
that one last time and we'll see why all,10574.1,3.54
how all of this is going to come,10576.38,3.439
together,10577.64,2.179
okay so now we have this list of,10581.84,5.04
dictionaries you can see here that this,10585.14,3.54
is a list and inside this list this is,10586.88,4.2
one object and then here inside this,10588.68,4.44
list this is the second object right so,10591.08,4.5
we had two jobs and the responsibilities,10593.12,4.62
for two of those jobs and now all of,10595.58,3.779
that data has come up here so we,10597.74,3.48
inserted that data from our MySQL,10599.359,3.901
workbench and we are getting that data,10601.22,5.82
into replit okay so this is good but we,10603.26,5.76
probably don't want to print this,10607.04,3.48
information we actually want to send,10609.02,3.839
this information back to the site when,10610.52,4.62
we are trying to access the job page so,10612.859,3.721
when we are trying to access Jovin,10615.14,2.46
careers,10616.58,3.3
dot x y z,10617.6,4.32
this is where we want to print the this,10619.88,3.24
is where we want to display this,10621.92,4.68
information right so let's get rid of,10623.12,5.34
this for now and I'm just going to copy,10626.6,4.02
this code actually I'm just going to,10628.46,5.06
copy all of this code,10630.62,2.9
and let's get rid of this and let's come,10635.24,7.4
back into our app.pi file,10638.359,4.281
and in our app.pi file let's come back,10643.64,5.58
here into the hello Jovian into the main,10646.52,4.44
route that we had and let's define a,10649.22,2.82
function,10650.96,3.54
let's call it load jobs,10652.04,8.12
from DB okay and what this does is with,10654.5,8.58
engine.connect as con and we have to,10660.16,5.68
just fix the indentation here,10663.08,5.699
yeah so with engine.connect as con and,10665.84,4.38
there is an error because we need to,10668.779,4.261
import engine so I can say here from,10670.22,5.16
database now because we have this file,10673.04,4.26
database we can use it like a module so,10675.38,3.54
this is the other way of using python,10677.3,3.78
files you can invoke them as a module so,10678.92,4.62
from database import engine,10681.08,5.64
so now from the database file where we,10683.54,5.34
had created the engine we are importing,10686.72,4.46
that engine inside app,10688.88,6.0
.pi and then we are saying inside our,10691.18,6.219
load jobs from DB function with,10694.88,5.7
engine.connect as con,10697.399,5.641
result equals con dot execute and there,10700.58,4.199
is this text so let's import that as,10703.04,4.819
well so from SQL,10704.779,5.761
Alchemy import,10707.859,5.381
text great,10710.54,5.04
so now text should be fine I believe,10713.24,5.88
it's from SQL alchemy.sql if I'm not,10715.58,5.58
mistaken let's see here,10719.12,5.279
okay no just SQL Alchemy so,10721.16,5.58
let's remove text from here let's come,10724.399,5.701
back into app.pi,10726.74,3.36
and we probably don't need this yeah,10732.14,5.48
okay so with,10734.18,5.04
engine.connect.com.execute and get a,10737.62,3.46
result then instead of calling this,10739.22,3.66
result dicks basically this is just a,10741.08,3.239
list of jobs right so I'm just going to,10742.88,4.32
call this jobs and I'm going to get each,10744.319,4.381
row from the result and I'm going to,10747.2,3.06
convert that row into a dictionary I'm,10748.7,3.84
going to append it to the list jobs and,10750.26,4.559
finally I'm going to return jobs,10752.54,5.04
okay great so now we have this function,10754.819,5.16
load jobs from DB,10757.58,5.279
and that function returns a list of jobs,10759.979,5.641
so now I can go in here and I can say,10762.859,5.241
jobs,10765.62,2.48
equals,10769.58,2.84
load jobs from DB,10775.04,4.92
great,10778.34,6.479
and now I can go ahead and remove this,10779.96,6.54
so,10784.819,3.421
before I do this I just want to show you,10786.5,3.72
the old version the version that we have,10788.24,4.64
currently running,10790.22,2.66
yeah so the version that we have,10800.359,3.361
currently running you can see here it,10801.859,3.96
contains four roles data analysts data,10803.72,3.42
scientists front-end engineer back-end,10805.819,3.481
engineer and that is coming from this,10807.14,6.08
